serial_number,list_year,date_recorded,town,address,assessed_value,sale_amount,sales_ratio,property_type,residential_type,years_until_sold
10347,2001,7/7/2002,Berlin,117 SCARBOROUGH FARE,5950,269973.0,0.022039241,Nan,Nan,1
10495,2001,7/30/2002,Guilford,GREENWOOD LN,85540,270000.0,0.316814815,Nan,Nan,1
10271,2001,12/19/2001,Hamden,7 JOSEPH LN,108360,321800.0,0.336730889,Nan,Nan,0
10392,2001,3/27/2002,Glastonbury,1260 MAIN ST E 113,87290,210000.0,0.415666667,Nan,Nan,1
10985,2001,6/28/2002,Hamden,707 MIX AVE U56,84560,160000.0,0.5285,Nan,Nan,1
11130,2001,3/6/2002,Bridgeport,74 ALAMEDA PL,84001,145000.0,0.579317241,Nan,Nan,1
12233,2001,7/15/2002,Bridgeport,87 RAINBOW RD,70000,134900.0,0.518902891,Nan,Nan,1
10270,2001,1/25/2002,Glastonbury,241 TOLL GATE RD,61110,105000.0,0.582,Nan,Nan,1
10342,2001,7/26/2002,East Hampton,26 CHATHAM FIELDS RD,176750,275000.0,0.642727273,Nan,Nan,1
10177,2001,5/15/2002,Derby,273 DERBY AVE 1107,62300,120000.0,0.519166667,Nan,Nan,1
11081,2001,7/18/2002,Hamden,39 IVES ST U 307,14000,174500.0,0.080229226,Nan,Nan,1
10150,2001,1/11/2002,Bloomfield,48 BURNWOOD DR,111060,220000.0,0.504818182,Nan,Nan,1
10350,2001,9/19/2002,Ellington,72 MOUNTAIN ST,84440,100000.0,0.8444,Nan,Nan,1
10134,2001,3/28/2002,East Haddam,61 FALLS RD,60750,153000.0,0.397058824,Nan,Nan,1
10768,2001,9/20/2002,Branford,7 COLLINS,95410,226000.0,0.422168142,Nan,Nan,1
10355,2001,1/14/2002,Hamden,175 MILL POND RD UT 231,39830,68000.0,0.585735294,Nan,Nan,1
10135,2001,9/3/2002,Ashford,158 NAGY RD,78340,150000.0,0.522266667,Nan,Nan,1
10116,2001,4/19/2002,Mansfield,400 S EAGLEVILLE RD,84420,178500.0,0.472941176,Nan,Nan,1
11270,2001,8/5/2002,Bristol,279 REDSTONE HL RD UT 65,25630,60900.0,0.420853859,Nan,Nan,1
11125,2001,7/31/2002,Hartford,43-45 YORK ST,69020,75000.0,0.920266667,Nan,Nan,1
10257,2001,9/18/2002,East Windsor,161 PROSPECT HL RD,18620,90000.0,0.206888889,Nan,Nan,1
10778,2001,5/15/2002,Milford,12 SNOW APPLE LN,92050,184900.0,0.497836668,Nan,Nan,1
10137,2001,5/31/2002,Essex,85 RIVER RD UT F 1,143780,283000.0,0.508056537,Nan,Nan,1
11039,2001,7/8/2002,Hamden,15 ELIZABETH RD,97160,185000.0,0.525189189,Nan,Nan,1
10090,2001,12/31/2001,Ellington,1 ABBOTT RD UT 150,40360,64900.0,0.621879815,Nan,Nan,0
10425,2001,8/1/2002,Bethel,36 COUNTRY WAY,243550,475000.0,0.512736842,Nan,Nan,1
11368,2001,9/27/2002,Hamden,40 HILLCREST AVE,0,32375.0,0.0,Nan,Nan,1
10887,2001,8/26/2002,Middletown,29 OLD JOHNSON LN,277330,240000.0,1.155541667,Nan,Nan,1
11295,2001,9/4/2002,Hamden,55 DORRANCE PL,107170,235000.0,0.456042553,Nan,Nan,1
19050,2001,6/20/2002,Hartford,139-141 NEWBURY ST,73220,125000.0,0.58576,Nan,Nan,1
10220,2001,3/27/2002,Bethel,12 ICHABOD LN,156190,360000.0,0.433861111,Nan,Nan,1
10590,2001,12/14/2001,Bridgeport,234 WEST AVE 236,122780,178000.0,0.689775281,Nan,Nan,0
10054,2001,2/1/2002,Redding,CROSS HWY,3150,2000.0,1.575,Nan,Nan,1
10253,2001,4/22/2002,Bloomfield,4 CHAMBORD PARK,183848,390000.0,0.471405128,Nan,Nan,1
10236,2001,7/31/2002,Derby,2/ COMMODORE HULL DR,165550,330000.0,0.501666667,Nan,Nan,1
10491,2001,12/21/2001,Danbury,13 HILLSIDE AVE,84600,175000.0,0.483428571,Nan,Nan,0
10055,2001,7/18/2002,Franklin,182 RT 32,727580,800000.0,0.909475,Nan,Nan,1
12903,2001,9/27/2002,Bridgeport,885 SYLVAN AVE,63000,155000.0,0.406451613,Nan,Nan,1
10285,2001,5/9/2002,Avon,44 BRIDGEWATER DR,105110,160000.0,0.6569375,Nan,Nan,1
10408,2001,8/2/2002,Bloomfield,18 HARVEST LN,26460,287900.0,0.091906912,Nan,Nan,1
11104,2001,3/4/2002,Bridgeport,115-117 EAST AVE,64540,155000.0,0.416387097,Nan,Nan,1
11667,2001,5/17/2002,Bridgeport,75-77 RANDALL AVE,73710,155000.0,0.475548387,Nan,Nan,1
10017,2001,11/30/2001,Bolton,811 HOP RIVER RD LT 1,82510,101900.0,0.809715407,Nan,Nan,0
10376,2001,3/7/2002,Middletown,134 OLD FARMS E,59500,90000.0,0.661111111,Nan,Nan,1
10011,2001,10/5/2001,Clinton,55 EVERGREEN PK,50000,89000.0,0.561797753,Nan,Nan,0
10444,2001,8/15/2002,Bethel,51 RESERVOIR ST,1610,5000.0,0.322,Nan,Nan,1
10430,2001,9/20/2002,Killingly,675 COOK HILL RD,86530,80000.0,1.081625,Nan,Nan,1
10091,2001,5/30/2002,Easton,401 N PARK AVE EASTON,315530,859000.0,0.367322468,Nan,Nan,1
10200,2001,5/3/2002,Ellington,11 WINDMILL RD,180370,295500.0,0.610389171,Nan,Nan,1
10458,2001,7/19/2002,South Windsor,92 CANDLEWOOD DR,44100,84000.0,0.525,Nan,Nan,1
10470,2001,1/15/2002,Bristol,CENTRAL AVE LT 25 & 26,15470,16000.0,0.966875,Nan,Nan,1
10348,2001,4/2/2002,Farmington,90 KNOLLWOOD RD,106000,210000.0,0.504761905,Nan,Nan,1
10225,2001,6/24/2002,Coventry,27 AUTUMN TRL,57540,67500.0,0.852444444,Nan,Nan,1
10087,2001,4/1/2002,Lebanon,TOBACCO ST,1900,20000.0,0.095,Nan,Nan,1
10728,2001,9/3/2002,Branford,107 ISLAND VIEW TER,64470,129000.0,0.499767442,Nan,Nan,1
10433,2001,8/5/2002,Bethel,23 MAIN ST,97480,104375.0,0.93394012,Nan,Nan,1
10315,2001,6/21/2002,Berlin,10 LAMENTATION DR,103460,244000.0,0.424016393,Nan,Nan,1
11196,2001,8/14/2002,Hartford,28 HUNTINGTON ST UT A2,5600,5000.0,1.12,Nan,Nan,1
19002,2001,7/16/2002,Hamden,900 MIX AVE 59,51730,118000.0,0.438389831,Nan,Nan,1
10127,2001,3/1/2002,Coventry,164 STANDISH,52360,91000.0,0.575384615,Nan,Nan,1
10989,2001,2/13/2002,Bridgeport,520 2 CONNECTICUT AVE,53760,60000.0,0.896,Nan,Nan,1
11812,2001,5/31/2002,Bridgeport,320 TESINY AVE,60067,162740.0,0.369097948,Nan,Nan,1
10910,2001,5/13/2002,Hartford,47-49 BOND ST UT 3AA,5320,15000.0,0.354666667,Nan,Nan,1
10346,2001,4/25/2002,Ridgefield,LIMESTONE RD LT 25E,2640,5000.0,0.528,Nan,Nan,1
10151,2001,1/28/2002,Bethel,103 GRASSY PLN ST,130340,229000.0,0.569170306,Nan,Nan,1
10389,2001,8/21/2002,Killingly,620 N MAIN ST,75720,169000.0,0.448047337,Nan,Nan,1
11066,2001,4/26/2002,Danbury,34 WELL AVE,126400,289000.0,0.437370242,Nan,Nan,1
11407,2001,9/4/2002,Bristol,115 BETHS AVE UT 8,43900,65000.0,0.675384615,Nan,Nan,1
10926,2001,5/20/2002,Bristol,143 LAKE AVE,80910,152000.0,0.532302632,Nan,Nan,1
10193,2001,5/13/2002,East Haddam,5 BANNING RD,49830,220650.0,0.225832767,Nan,Nan,1
10028,2001,10/26/2001,Derby,10 7TH ST,56420,132000.0,0.427424242,Nan,Nan,0
11650,2001,7/26/2002,Danbury,14 NEWTOWN RD B 5,39300,107500.0,0.365581395,Nan,Nan,1
10019,2001,10/5/2001,Middletown,74 LORELEI CIR,105780,179000.0,0.590949721,Nan,Nan,0
10269,2001,5/10/2002,Killingly,25 LITCHFIELD AVE,12940,11000.0,1.176363636,Nan,Nan,1
10160,2001,3/25/2002,Ellington,5 MANHATTAN RD W 2,73660,141900.0,0.519097956,Nan,Nan,1
10064,2001,12/28/2001,East Haddam,51 BONE ML RD,191700,88000.0,2.178409091,Nan,Nan,0
10440,2001,5/29/2002,Farmington,14 RED STONE WAY,75600,45000.0,1.68,Nan,Nan,1
10827,2001,5/30/2002,Milford,64 ANDREWS AVE,99750,195000.0,0.511538462,Nan,Nan,1
10205,2001,12/14/2001,Glastonbury,44 MARLBOROUGH RD,223790,468000.0,0.478183761,Nan,Nan,0
10049,2001,11/19/2001,Ellington,8 CHERRYWOOD DR,132330,215000.0,0.615488372,Nan,Nan,0
10225,2001,7/22/2002,Canton,11 COLONY RD,112350,198000.0,0.567424242,Nan,Nan,1
11031,2001,6/17/2002,Bristol,544 WOLCOTT RD,164850,365000.0,0.451643836,Nan,Nan,1
10397,2001,12/5/2001,Danbury,1204 LARSON DR,12600,227255.0,0.055444325,Nan,Nan,0
10029,2001,1/9/2002,Chester,23 HOOPOLE HL RD,0,170000.0,0.0,Nan,Nan,1
10137,2001,11/30/2001,Branford,19 LEETES IS RD UT 27,21420,35900.0,0.596657382,Nan,Nan,0
10285,2001,3/1/2002,Farmington,5 MEADOWSIDE DR,116660,220000.0,0.530272727,Nan,Nan,1
10328,2001,3/1/2002,East Haven,183 E THOMPSON ST,51800,95000.0,0.545263158,Nan,Nan,1
10027,2001,11/5/2001,Litchfield,42 WINDSONG DR,49050,100000.0,0.4905,Nan,Nan,0
10714,2001,2/11/2002,Danbury,9-11 MORRIS ST,137900,355000.0,0.388450704,Nan,Nan,1
10233,2001,6/17/2002,Ellington,MULTI ADDRESSES,97360,30000.0,3.245333333,Nan,Nan,1
10351,2001,3/5/2002,Glastonbury,19 BUTTONBALL LN,121310,249900.0,0.485434174,Nan,Nan,1
10164,2001,10/19/2001,Bridgeport,180 PENNSYLVANIA AVE,57120,90000.0,0.634666667,Nan,Nan,0
10196,2001,9/9/2002,Litchfield,51 CAMPVILLE RD,42990,79000.0,0.544177215,Nan,Nan,1
11481,2001,9/27/2002,Bristol,53 BARBARA RD,58690,150000.0,0.391266667,Nan,Nan,1
10052,2001,12/6/2001,Granby,84 MOUNTAIN RD,129570,315000.0,0.411333333,Nan,Nan,0
10003,2001,10/1/2001,Bristol,47 SYLVIA LN,65010,40500.0,1.605185185,Nan,Nan,0
10302,2001,5/31/2002,Cromwell,8C COUNTRY SQUIRE DR,30590,86500.0,0.353641618,Nan,Nan,1
10137,2001,12/28/2001,Cheshire,177 WALLINGFORD RD,105190,151000.0,0.696622517,Nan,Nan,0
10913,2001,3/26/2002,Danbury,95 PARK AVE 11,69400,154000.0,0.450649351,Nan,Nan,1
10052,2001,10/3/2001,Bridgeport,3066 MAIN ST,95970,170000.0,0.564529412,Nan,Nan,0
10183,2001,8/27/2002,Lebanon,34 SPAFFORD DR,43790,79900.0,0.548060075,Nan,Nan,1
10068,2001,11/19/2001,Cromwell,1214 CROMWELL HLS DR,29490,73000.0,0.403972603,Nan,Nan,0
10904,2001,5/9/2002,Hartford,690 BLUE HILLS AVE,234570,370000.0,0.633972973,Nan,Nan,1
10034,2001,10/10/2001,Milford,73 WILBAR AVE,197050,305000.0,0.646065574,Nan,Nan,0
10974,2001,7/23/2002,Manchester,23 SEAMAN CIR,59700,122000.0,0.489344262,Nan,Nan,1
11323,2001,6/6/2002,Danbury,19 ASHLEY CT,278100,465000.0,0.598064516,Nan,Nan,1
11087,2001,8/20/2002,Manchester,823 CENTER ST,62900,124900.0,0.503602882,Nan,Nan,1
11042,2001,8/6/2002,Manchester,193 D3 HOMESTEAD ST,49600,83000.0,0.597590361,Nan,Nan,1
10200,2001,5/17/2002,East Haddam,12 LAUREL LN,38810,69900.0,0.555221745,Nan,Nan,1
10422,2001,7/1/2002,Cheshire,668 IVES ROW,100030,190000.0,0.526473684,Nan,Nan,1
11135,2001,9/3/2002,New Britain,180 VILLAGE GREEN DR,16660,134550.0,0.123820141,Nan,Nan,1
10880,2001,5/2/2002,Bristol,554 FERN HL RD,135070,257000.0,0.525564202,Nan,Nan,1
11282,2001,3/27/2002,Bridgeport,200 FOX ST,62580,144000.0,0.434583333,Nan,Nan,1
11339,2001,8/22/2002,Bristol,136 FEDERAL ST,63150,112000.0,0.563839286,Nan,Nan,1
10125,2001,3/25/2002,East Haddam,12 BOARDMAN RD,136930,188000.0,0.728351064,Nan,Nan,1
10573,2001,2/15/2002,Bristol,375 KING ST,59370,112000.0,0.530089286,Nan,Nan,1
10236,2001,4/2/2002,Bloomfield,23 ALEXANDER RD,77690,113000.0,0.687522124,Nan,Nan,1
10005,2001,10/12/2001,Goshen,E HYERDALE LT 329,27140,19900.0,1.363819095,Nan,Nan,0
11175,2001,8/9/2002,Hartford,14 FRANKLIN AVE UT 14D,20860,69000.0,0.302318841,Nan,Nan,1
11150,2001,3/8/2002,Bridgeport,2612 NORTH AVE E2,73500,141000.0,0.521276596,Nan,Nan,1
10004,2001,10/1/2001,Hamden,99 LEO RD,90860,139900.0,0.649463903,Nan,Nan,0
10901,2001,6/11/2002,Milford,1120 NEW HAVEN AVE U 15,37100,86500.0,0.428901734,Nan,Nan,1
10117,2001,11/20/2001,Branford,8 ISABEL LN,92260,205000.0,0.45004878,Nan,Nan,0
12552,2001,8/15/2002,Bridgeport,62 CHESTNUT ST,0,21000.0,0.0,Nan,Nan,1
19106,2001,6/6/2002,Hartford,26-28 WILBUR ST,77070,135000.0,0.570888889,Nan,Nan,1
11426,2001,9/9/2002,Bristol,32 WILCOX ST,79730,176000.0,0.453011364,Nan,Nan,1
10749,2001,5/6/2002,Hamden,157 LEEDER HL DR U303,14000,169900.0,0.082401413,Nan,Nan,1
10018,2001,1/17/2002,Bozrah,BOZRAH ST,70,1500.0,0.046666667,Nan,Nan,1
10129,2001,10/19/2001,Danbury,1001 LARSON DR,12600,252900.0,0.049822064,Nan,Nan,0
11347,2001,9/18/2002,Hartford,6-8 LEBANON ST,50190,70000.0,0.717,Nan,Nan,1
10546,2001,3/18/2002,Hamden,63 ROBERTSON DR,117040,190000.0,0.616,Nan,Nan,1
10001,2001,10/1/2001,Chester,33 KINGS HWY,111500,215000.0,0.518604651,Nan,Nan,0
10237,2001,6/4/2002,Clinton,52 JAMES VINCENT DR,212000,388570.0,0.545590241,Nan,Nan,1
10275,2001,12/19/2001,Manchester,354 PORTER ST,85600,140000.0,0.611428571,Nan,Nan,0
12512,2001,8/9/2002,Bridgeport,968-1034 CONNECTICUT AVE,2751141,9000.0,305.6823333,Nan,Nan,1
10665,2001,7/2/2002,Glastonbury,902-904 MAIN ST,307090,568000.0,0.540651408,Nan,Nan,1
11295,2001,8/12/2002,Bristol,23 MUNCHAUSEN AVE,89740,149000.0,0.602281879,Nan,Nan,1
10043,2001,10/3/2001,Bristol,72 LAKE AVE LT 94 1,80860,152900.0,0.528842381,Nan,Nan,0
10247,2001,8/9/2002,Canton,12 TOWN BRIDGE RD,129130,296000.0,0.43625,Nan,Nan,1
10911,2001,7/9/2002,Manchester,36 PACKARD ST,71000,144700.0,0.490670352,Nan,Nan,1
10283,2001,5/22/2002,Killingly,LAUREL DR,0,40000.0,0.0,Nan,Nan,1
10321,2001,6/14/2002,Cromwell,1 ROBIN LN,100010,117334.0,0.852353112,Nan,Nan,1
10205,2001,1/10/2002,Farmington,44 8 GARDEN ST,56000,115000.0,0.486956522,Nan,Nan,1
10202,2001,7/3/2002,East Windsor,24D FOLKSTONE RD,57400,119000.0,0.482352941,Nan,Nan,1
11001,2001,4/11/2002,Danbury,8 SPRUCE MT TRL,124400,300000.0,0.414666667,Nan,Nan,1
11364,2001,9/26/2002,Hamden,283 BELDEN RD,74200,153000.0,0.48496732,Nan,Nan,1
10946,2001,2/6/2002,Bridgeport,3200 2 PARK AVE 09F,119000,175000.0,0.68,Nan,Nan,1
11323,2001,8/16/2002,Bristol,34 LILLIAN RD,63320,97200.0,0.651440329,Nan,Nan,1
10068,2001,12/20/2001,Granby,6 STRONG RD,93310,240000.0,0.388791667,Nan,Nan,0
10366,2001,9/4/2002,New Fairfield,15 LLOYD AVE,116070,203000.0,0.571773399,Nan,Nan,1
10132,2001,3/28/2002,East Haddam,135 BALLAHACK RD,91920,154000.0,0.596883117,Nan,Nan,1
10124,2001,3/11/2002,East Windsor,10 OAKWOOD DR,107850,195000.0,0.553076923,Nan,Nan,1
10050,2001,12/10/2001,East Haddam,48 FALLS RD,94510,237000.0,0.398776371,Nan,Nan,0
10313,2001,3/7/2002,Branford,44 MONTOYA,85260,116000.0,0.735,Nan,Nan,1
10731,2001,8/22/2002,East Haven,560 SILVER SAND RD 2004,101500,162900.0,0.623081645,Nan,Nan,1
10284,2001,4/15/2002,Cheshire,921 MARION RD,77680,125000.0,0.62144,Nan,Nan,1
10391,2001,8/29/2002,Darien,17 GOODWIVES RIVER RD,656950,1830000.0,0.358989071,Nan,Nan,1
10655,2001,7/24/2002,East Haven,108-110 BOSTON AVE,84310,157500.0,0.535301587,Nan,Nan,1
10648,2001,1/25/2002,Danbury,17 CONNECTICUT AVE,161300,225000.0,0.716888889,Nan,Nan,1
10480,2001,12/19/2001,Danbury,104 COALPIT HILL RD,60000,140000.0,0.428571429,Nan,Nan,0
10053,2001,11/15/2001,East Windsor,37 PERRI LN,78220,225200.0,0.347335702,Nan,Nan,0
10494,2001,9/17/2002,Bethel,144 NASHVILLE RD,45360,550000.0,0.082472727,Nan,Nan,1
10495,2001,12/21/2001,Danbury,55 MILL PLAIN RD 9 5,89400,189900.0,0.470774092,Nan,Nan,0
10023,2001,10/15/2001,East Hampton,6 BEVIN AVE,86710,113000.0,0.767345133,Nan,Nan,0
10436,2001,2/6/2002,Hamden,21 TWIN BROOK RD,68040,95000.0,0.716210526,Nan,Nan,1
10007,2001,10/31/2001,Chester,50 MAPLE ST,101600,197000.0,0.515736041,Nan,Nan,0
12557,2001,8/16/2002,Bridgeport,1187 BROAD ST,0,125000.0,0.0,Nan,Nan,1
10125,2001,12/7/2001,South Windsor,171 HILTON DR,79000,152300.0,0.518713066,Nan,Nan,0
10374,2001,6/14/2002,Cheshire,22 HALL DR,100330,199000.0,0.504170854,Nan,Nan,1
10021,2001,10/9/2001,Manchester,52 STRICKLAND ST,83400,175000.0,0.476571429,Nan,Nan,0
10238,2001,12/28/2001,Middletown,326 BARTHOLOMEW RD,110820,150000.0,0.7388,Nan,Nan,0
10472,2001,9/3/2002,Bethel,813 LEXINGTON BLVD,21526,231820.0,0.092856527,Nan,Nan,1
10048,2001,2/25/2002,Ashford,32 7 POMPEY RD,21760,32500.0,0.669538462,Nan,Nan,1
10178,2001,3/21/2002,East Hampton,99 MOTT HL RD,150730,243500.0,0.619014374,Nan,Nan,1
10102,2001,3/28/2002,Canton,27 WOODLAND DR,42000,86000.0,0.488372093,Nan,Nan,1
10796,2001,5/20/2002,Milford,118 MAGNOLIA RD,212730,376039.0,0.565712599,Nan,Nan,1
10105,2001,12/18/2001,Bethel,8 BLACKMAN AVE,127370,275000.0,0.463163636,Nan,Nan,0
10109,2001,11/1/2001,Hamden,18 CONCORD ST,85120,140000.0,0.608,Nan,Nan,0
10426,2001,7/1/2002,Cheshire,345 CHESTNUT ST,122100,256000.0,0.476953125,Nan,Nan,1
10125,2001,11/20/2001,Middletown,30 CARRIAGE XING,38570,84500.0,0.456449704,Nan,Nan,0
10050,2001,11/6/2001,East Hampton,8 HOLLY DR,96480,145000.0,0.66537931,Nan,Nan,0
10907,2001,7/8/2002,Manchester,36 HOLLISTER ST,72900,125900.0,0.579030977,Nan,Nan,1
10292,2001,11/5/2001,Bridgeport,491-493 FAIRVIEW AVE,115291,240000.0,0.480379167,Nan,Nan,0
10406,2001,7/22/2002,Bethel,90 CHESTNUT ST,103910,260900.0,0.398275201,Nan,Nan,1
12718,2001,9/5/2002,Bridgeport,28 ENID ST U 17,36960,62000.0,0.596129032,Nan,Nan,1
10421,2001,1/8/2002,Hartford,53-55 FAIRMOUNT ST,56910,15000.0,3.794,Nan,Nan,1
10266,2001,2/13/2002,Branford,3 CHESTNUT HILL,80640,153000.0,0.527058824,Nan,Nan,1
10284,2001,8/30/2002,Granby,1 LOST ACRES RD,154980,279550.0,0.554390986,Nan,Nan,1
10012,2001,10/23/2001,Burlington,101 CHAROLAIS WAY,60830,95000.0,0.640315789,Nan,Nan,0
11433,2001,4/11/2002,Bridgeport,22 LANCE CIR,65100,74400.0,0.875,Nan,Nan,1
10295,2001,5/29/2002,Cromwell,5 WOODSIDE RD,141510,279900.0,0.505573419,Nan,Nan,1
10124,2001,6/10/2002,Bethany,152 SCHAFFER RD,117200,205000.0,0.571707317,Nan,Nan,1
10393,2001,1/28/2002,Hamden,555 SHERMAN AVE U5,24080,47500.0,0.506947368,Nan,Nan,1
10035,2001,10/2/2001,Bridgeport,260 GILMAN ST,58696,176000.0,0.3335,Nan,Nan,0
10874,2001,6/5/2002,Milford,WHEELERS FARM AVE,3430,3500.0,0.98,Nan,Nan,1
10746,2001,4/1/2002,Bristol,17 COUNCIL RING RD,91310,173000.0,0.527803468,Nan,Nan,1
10510,2001,3/18/2002,Manchester,36 GOODWIN ST,73600,150000.0,0.490666667,Nan,Nan,1
10322,2001,3/19/2002,Farmington,9 TUNXIS VLG,108500,205000.0,0.529268293,Nan,Nan,1
11363,2001,4/4/2002,Bridgeport,1825 CHOPSEY HL RD,95900,136000.0,0.705147059,Nan,Nan,1
10018,2001,10/9/2001,Manchester,136 SCHOOL ST,98000,106000.0,0.924528302,Nan,Nan,0
10025,2001,12/21/2001,Easton,24 OLD SOW RD,336600,639500.0,0.52634871,Nan,Nan,0
10245,2001,3/28/2002,Guilford,2 TIMBER LN,313450,630000.0,0.497539683,Nan,Nan,1
11170,2001,8/1/2002,Hamden,75 WASHINGTON AVE 3-204,51590,140000.0,0.3685,Nan,Nan,1
10216,2001,3/26/2002,Bethel,1201 LEXINGTON BLVD,62790,220900.0,0.284246265,Nan,Nan,1
10923,2001,5/20/2002,Bristol,24 COLLIER AVE,56010,128000.0,0.437578125,Nan,Nan,1
10029,2001,11/5/2001,Coventry,149 EDGEWATER DR,151340,234709.0,0.644798453,Nan,Nan,0
10021,2001,11/13/2001,Burlington,RIO RD,49210,125000.0,0.39368,Nan,Nan,0
10340,2001,3/5/2002,East Haven,66 COSEY BCH AVE 3,94500,153000.0,0.617647059,Nan,Nan,1
10786,2001,4/12/2002,Bristol,70 BIRGE RD,60810,116000.0,0.524224138,Nan,Nan,1
12480,2001,8/7/2002,Bridgeport,115 DEAN PL,32760,64000.0,0.511875,Nan,Nan,1
10056,2001,10/9/2001,Danbury,10 BERKSHIRE DR,97800,213000.0,0.45915493,Nan,Nan,0
10015,2001,2/21/2002,Chaplin,405 PHOENIXVILLE RD,33000,58900.0,0.560271647,Nan,Nan,1
10106,2001,12/11/2001,Berlin,ORCHARD RD LT 14A,151200,125000.0,1.2096,Nan,Nan,0
10418,2001,6/28/2002,Cheshire,687 E JOHNSON AVE,117670,184000.0,0.63951087,Nan,Nan,1
10392,2001,4/1/2002,East Haven,53 GLENMOOR DR,78800,100000.0,0.788,Nan,Nan,1
10478,2001,8/19/2002,Avon,34 SUNNYBROOK DR,139050,243000.0,0.572222222,Nan,Nan,1
10904,2001,2/1/2002,Bridgeport,2600 PARK AVE 7L,10500,21000.0,0.5,Nan,Nan,1
10078,2001,10/31/2001,Glastonbury,40 BLUEBERRY LN S4,135590,315000.0,0.430444444,Nan,Nan,0
10872,2001,1/31/2002,Bridgeport,239 CHERRY HL DR 1A,38500,76000.0,0.506578947,Nan,Nan,1
10735,2001,5/1/2002,Milford,108 MAGNOLIA RD,173810,335000.0,0.518835821,Nan,Nan,1
12816,2001,9/18/2002,Bridgeport,215 EDGEMOOR RD UT B,23520,90000.0,0.261333333,Nan,Nan,1
10313,2001,12/6/2001,Bristol,33 JACOBS ST,100170,110000.0,0.910636364,Nan,Nan,0
10111,2001,11/15/2001,East Haven,279 FOXON HILL RD,95240,148000.0,0.643513514,Nan,Nan,0
10838,2001,4/26/2002,Bristol,18 ARLENE DR,68180,152500.0,0.447081967,Nan,Nan,1
10924,2001,5/16/2002,Hartford,30 WOODLAND ST UT 7N,17010,39000.0,0.436153846,Nan,Nan,1
10137,2001,1/31/2002,East Hampton,87 TARRAGON DR,144750,216500.0,0.668591224,Nan,Nan,1
11323,2001,4/1/2002,Bridgeport,3008 A MADISON AVE,31430,88500.0,0.355141243,Nan,Nan,1
10677,2001,12/28/2001,Bridgeport,73-75 CALVIN ST,110110,239000.0,0.460711297,Nan,Nan,0
10135,2001,6/18/2002,Lebanon,194 GOSHEN HL RD,58000,62000.0,0.935483871,Nan,Nan,1
10988,2001,6/28/2002,Hamden,183 MAGEE DR,127190,194900.0,0.652591072,Nan,Nan,1
11182,2001,8/5/2002,Hamden,3711 WHITNEY AVE U10,63140,175000.0,0.3608,Nan,Nan,1
10202,2001,12/31/2001,East Haven,12 HOLLAND RD AKA,112320,219000.0,0.512876712,Nan,Nan,0
10041,2001,10/17/2001,Glastonbury,48 MALLARD DR,102970,208000.0,0.495048077,Nan,Nan,0
11296,2001,6/3/2002,Danbury,12 MOSS AVE,125100,330000.0,0.379090909,Nan,Nan,1
10001,2001,10/5/2001,Bristol,59 W WASHINGTON ST UT 30,37460,63000.0,0.594603175,Nan,Nan,0
10292,2001,12/1/2001,Hartford,224 GEORGE ST,11550,12500.0,0.924,Nan,Nan,0
10150,2001,5/21/2002,Burlington,412 JEROME AVE,95130,20000.0,4.7565,Nan,Nan,1
10028,2001,12/14/2001,Goshen,24 THOMPSON RD,294740,1830000.0,0.161060109,Nan,Nan,0
10229,2001,11/5/2001,Danbury,7 DEAN ST 3 305,49700,105000.0,0.473333333,Nan,Nan,0
10019,2001,1/30/2002,Lyme,89 NORWICH SALEM RD,88700,200000.0,0.4435,Nan,Nan,1
10069,2001,5/21/2002,Canterbury,82 BROOKLYN RD,26700,169900.0,0.157151265,Nan,Nan,1
10655,2001,3/12/2002,Bristol,98 STEWART ST,82340,133000.0,0.619097744,Nan,Nan,1
10317,2001,6/7/2002,Bethel,9 P T BARNUM SQ,178350,250000.0,0.7134,Nan,Nan,1
10972,2001,5/31/2002,Bristol,43 HAVILAND ST,66210,132900.0,0.498194131,Nan,Nan,1
10529,2001,5/2/2002,Middletown,111 TROLLEY XING,30770,65000.0,0.473384615,Nan,Nan,1
10364,2001,4/23/2002,Naugatuck,35 4 COACH CIR,30410,65000.0,0.467846154,Nan,Nan,1
10696,2001,2/6/2002,Danbury,100 W WOOSTER ST,121800,250000.0,0.4872,Nan,Nan,1
10106,2001,10/12/2001,Bridgeport,1318 IRANISTAN AVE,84420,89900.0,0.939043382,Nan,Nan,0
10075,2001,1/24/2002,Burlington,187 JOHNNYCAKE MTN RD,65940,95000.0,0.694105263,Nan,Nan,1
10103,2001,3/11/2002,Burlington,48 PUNCH BRK RD,75250,40000.0,1.88125,Nan,Nan,1
10051,2001,10/22/2001,Manchester,66 VERNON ST,78100,112000.0,0.697321429,Nan,Nan,0
10307,2001,9/3/2002,Coventry,2734 BOSTON TPKE,80500,155000.0,0.519354839,Nan,Nan,1
10030,2001,10/9/2001,Milford,27 TURNBERRY DR,267960,473477.0,0.565940901,Nan,Nan,0
10316,2001,5/31/2002,Avon,35 CHRISTIAN DR,178090,342500.0,0.519970803,Nan,Nan,1
10869,2001,6/4/2002,Hamden,707 MIX AVE U 1-6,62860,77000.0,0.816363636,Nan,Nan,1
10160,2001,10/19/2001,Bridgeport,46 JUDSON PL,60130,125000.0,0.48104,Nan,Nan,0
10225,2001,5/8/2002,Madison,14 OAKWOOD DR,116800,278000.0,0.420143885,Nan,Nan,1
