serial_number,list_year,date_recorded,town,address,assessed_value,sale_amount,sales_ratio,property_type,residential_type,years_until_sold
20321,2020,5/14/2021,Bethel,16-18 TROWBRIDGE,1577240,1900000.0,0.8301,Commercial,Nan,1
20715,2020,4/27/2021,Hartford,1400 MAIN ST,221060,210068.0,1.0523,Vacant Land,Nan,1
200445,2020,5/4/2021,Branford,14 LOMARTRA LA,88200,623056.0,0.1415,Residential,Single Family,1
2020224,2020,5/25/2021,Ansonia,32 WOODBRIDGE AVE,98200,235000.0,0.4178,Residential,Single Family,1
200581,2020,2/8/2021,Danbury,8 ASHLEY,290100,515000.0,0.5633,Residential,Single Family,1
200183,2020,3/18/2021,Killingly,53 OTIS ST,149730,229900.0,0.6512,Residential,Two Family,1
200078,2020,1/20/2021,Canton,50 EAST HILL ROAD UNIT 1G,83560,121500.0,0.6877,Residential,Condo,1
200149,2020,10/29/2020,Greenwich,422 NORTH STREET,3280410,4640000.0,0.7069,Residential,Single Family,0
20737,2020,4/30/2021,Hartford,55 KENNETH ST,63560,277000.0,0.2294,Residential,Three Family,1
20121,2020,3/16/2021,Derby,304 BEAU VIEW CONDO,84980,165000.0,0.515,Residential,Condo,1
20459,2020,4/5/2021,East Hartford,19 LIVINGSTON RD,95510,52510.0,1.8188,Residential,Single Family,1
200515,2020,6/7/2021,Groton,3 WATER ST U303,0,650000.0,0.0,Residential,Condo,1
200647,2020,7/30/2021,Groton,79 LEAFWOOD LN S214,49350,129000.0,0.38255814,Residential,Condo,1
201155,2020,7/1/2021,Danbury,55 MILL PLAIN RD 31-18,90700,165000.0,0.5496,Residential,Condo,1
200121,2020,4/19/2021,East Windsor,10 EILEEN DR,88450,168500.0,0.5249,Residential,Condo,1
200082,2020,1/29/2021,Canton,22 POND VIEW DRIVE,255700,460000.0,0.5558,Residential,Single Family,1
20078,2020,1/8/2021,Derby,63 MINERVA ST,135590,163000.0,0.8318,Residential,Two Family,1
200327,2020,8/31/2021,Coventry,125 LOVE LN,195100,410000.0,0.4758,Residential,Single Family,1
200278,2020,11/25/2020,Greenwich,41 SUNDANCE DRIVE,626430,1129000.0,0.554853853,Residential,Single Family,0
200197,2020,5/3/2021,Coventry,1171 GRANT HILL RD,97800,175000.0,0.5588,Vacant Land,Nan,1
200264,2020,3/8/2021,Farmington,93 WELLINGTON DR,75860,120000.0,0.6321,Residential,Condo,1
20009,2020,11/19/2020,Lisbon,140 KIMBALL RD,50720,50000.0,1.0144,Vacant Land,Nan,0
200228,2020,8/20/2021,East Windsor,10 BROOK WOOD CRT,261890,520000.0,0.5036,Residential,Single Family,1
201493,2020,9/9/2021,Danbury,14 CRESTDALE DR,203700,440000.0,0.4629,Residential,Single Family,1
200484,2020,5/3/2021,Enfield,4 CARRIAGE DR,135370,267500.0,0.506,Residential,Single Family,1
200199,2020,8/10/2021,Essex,80 INGHAM HILL RD,240900,855000.0,0.281754386,Residential,Single Family,1
200732,2020,8/2/2021,Glastonbury,51 GREGORY HILL DR,217900,480000.0,0.4539,Residential,Single Family,1
200308,2020,12/2/2020,Danbury,3 BEECH ST,173300,349000.0,0.4965,Residential,Single Family,0
2000296,2020,6/28/2021,Bloomfield,51 GABB ROAD,2417440,2300000.0,1.051,Commercial,Nan,1
2000338,2020,5/25/2021,Cheshire,376 SIR WALTER DR,204500,462500.0,0.442162162,Residential,Single Family,1
200063,2020,2/19/2021,Bethany,97 CHESHIRE RD,159970,338900.0,0.472,Residential,Single Family,1
200303,2020,2/17/2021,Branford,109 WATCH HILL RD,142600,218000.0,0.6541,Residential,Condo,1
200921,2020,6/15/2021,Bristol,565 CLARK AVE UN 11,67760,152000.0,0.4457,Residential,Condo,1
200079,2020,12/15/2020,East Haddam,6 EVERGREEN LANE,183150,329900.0,0.5551,Residential,Single Family,0
20210,2020,12/14/2020,East Hartford,14 TRANSIT LN,89330,189900.0,0.4704,Residential,Single Family,0
200315,2020,2/17/2021,Glastonbury,1447 NEIPSIC RD,83600,124500.0,0.6714,Vacant Land,Nan,1
200231,2020,12/22/2020,Enfield,61 KALISH AVE,115000,230000.0,0.5,Residential,Single Family,0
20834,2020,6/2/2021,Hartford,140 ENFIELD ST,74199,187000.0,0.3967,Residential,Three Family,1
20046,2020,10/19/2020,Hartford,27 HANMER ST,51380,169000.0,0.304,Residential,Single Family,0
200203,2020,8/24/2021,Easton,51 BLANCHARD ROAD,280160,755000.0,0.371072848,Residential,Single Family,1
200234,2020,4/27/2021,Killingly,14 ORIOLE DR,149590,76667.0,1.9511,Residential,Condo,1
201162,2020,8/23/2021,Manchester,26 WETHERELL STREET,87200,220000.0,0.3963,Residential,Single Family,1
200513,2020,1/21/2021,Danbury,32 OIL MILL RD #17,118500,215000.0,0.5511,Residential,Condo,1
200109,2020,12/28/2020,Killingly,10 CHARLOTTE ST,110400,240000.0,0.46,Residential,Single Family,0
200205,2020,7/6/2021,Litchfield,192 CAMPVILLE RD,187160,320000.0,0.5848,Residential,Single Family,1
200622,2020,2/10/2021,Greenwich,1 TOWER LANE,2234960,3363750.0,0.6644,Residential,Single Family,1
20841,2020,8/24/2021,East Hartford,15 OVERBROOK DR,105830,210000.0,0.5039,Residential,Single Family,1
200815,2020,4/7/2021,Greenwich,192 1/2 HOBART AVENUE,500150,873000.0,0.5729,Residential,Single Family,1
2020041,2020,11/3/2020,Berlin,181 CRATER LANE,169800,293500.0,0.5785,Residential,Single Family,0
20274,2020,4/22/2021,Darien,263 HOYT STREET,320740,662500.0,0.4841,Residential,Single Family,1
200344,2020,7/6/2021,Killingly,46 ATHOL ST,55720,141000.0,0.3951,Residential,Condo,1
201084,2020,6/16/2021,Danbury,25 LIBERTY AV,62900,502371.0,0.1252,Vacant Land,Nan,1
200027,2020,12/3/2020,Beacon Falls,175 BEACON HILL COMMON,90550,180000.0,0.503055556,Residential,Condo,0
200069,2020,4/8/2021,Columbia,12 PINE STREET,105800,190000.0,0.5568,Residential,Single Family,1
20212,2020,8/24/2021,Burlington,32 ROCK RD,219730,380000.0,0.5782,Residential,Single Family,1
20626,2020,4/13/2021,Hartford,34 CONGRESS ST #034B & 34 CONG,41405,134000.0,0.3089,Residential,Condo,1
201034,2020,5/18/2021,Greenwich,30 SPRUCE STREET,1058400,1800000.0,0.588,Residential,Single Family,1
200075,2020,10/14/2020,Danbury,15 SCUPPO RD 401,158200,280000.0,0.565,Residential,Condo,0
200402,2020,1/11/2021,Bristol,169 PARK ST,83580,45000.0,1.8573,Residential,Two Family,1
200962,2020,5/20/2021,Danbury,22 LILAC LA,303100,575000.0,0.5271,Residential,Single Family,1
200355,2020,6/3/2021,East Lyme,38 HOPE ST #2,93590,180000.0,0.5199,Residential,Condo,1
200286,2020,2/10/2021,Branford,124 BURBAN DR,206000,340000.0,0.6058,Residential,Two Family,1
200132,2020,12/2/2020,East Haven,804 THOMPSON ST,238610,233000.0,1.024077253,Residential,Single Family,0
2000265,2020,6/7/2021,Bloomfield,140 WADHAMS ROAD,196910,365000.0,0.5394,Residential,Single Family,1
200052,2020,1/20/2021,Columbia,29 OLD WILLIMANTIC ROAD,114900,240000.0,0.4787,Residential,Single Family,1
200367,2020,5/26/2021,Guilford,21 HALLECK ST,243100,445000.0,0.5462,Residential,Single Family,1
200334,2020,6/15/2021,Avon,7 LINDEN LANE,529730,750000.0,0.7063,Residential,Single Family,1
20145,2020,8/24/2021,Lebanon,85 LAKE SHORE DR,179770,305500.0,0.5884,Residential,Single Family,1
200128,2020,11/23/2020,Glastonbury,306 GEORGETOWN DR,164600,270000.0,0.6096,Residential,Condo,0
200181,2020,4/22/2021,East Haddam,110 EH COLCHESTER TPKE,133450,254900.0,0.5235,Residential,Single Family,1
200117,2020,11/23/2020,Farmington,21 FOREST ST,150430,295000.0,0.5099,Residential,Single Family,0
200073,2020,1/19/2021,Easton,315 ROCK HOUSE ROAD,355620,535000.0,0.6647,Residential,Single Family,1
201262,2020,6/17/2021,Cromwell,328 MAIN STREET,218260,536250.0,0.407011655,Commercial,Nan,1
200431,2020,7/2/2021,Guilford,18 LANTERN HILL LN,379020,825000.0,0.4594,Residential,Single Family,1
20086,2020,10/29/2020,Hartford,168 ADELAIDE ST,62580,93000.0,0.6729,Residential,Two Family,0
200382,2020,1/5/2021,Bristol,381 WATERBURY RD,85120,90000.0,0.9457,Residential,Single Family,1
200095,2020,11/2/2020,Enfield,46 ELM MEADOWS,106860,160000.0,0.6678,Residential,Condo,0
200052,2020,11/16/2020,Cromwell,16 HIGHLAND GREEN,244860,375000.0,0.6529,Residential,Condo,0
200227,2020,1/6/2021,Groton,25 WHITEHALL LN,47250,75000.0,0.63,Vacant Land,Nan,1
200119,2020,11/23/2020,Farmington,11 PEGGY LA,136490,242500.0,0.5628,Residential,Single Family,0
2000348,2020,6/1/2021,Cheshire,85 QUARRY VILLAGE RD,141550,215000.0,0.6583,Residential,Condo,1
200183,2020,4/26/2021,East Haddam,90 MOTT LANE,165140,246000.0,0.6713,Residential,Single Family,1
20039,2020,5/25/2021,Eastford,41 CHAPLIN RD,94440,140000.0,0.6745,Residential,Single Family,1
200047,2020,12/2/2020,Canton,31 OLD MILL DRIVE,259610,339000.0,0.7658,Residential,Single Family,0
20568,2020,3/29/2021,Hartford,569 PARK ST,106190,200000.0,0.53095,Commercial,Nan,1
201161,2020,8/30/2021,Hartford,170 SOUTH MARSHALL ST,62218,110000.0,0.5656,Residential,Single Family,1
200227,2020,11/13/2020,Greenwich,30 HENDRIE AVENUE,949480,1556000.0,0.6102,Residential,Single Family,0
20095,2020,11/24/2020,Bethel,8 TURKEY PLAIN ROAD,276360,435000.0,0.6353,Residential,Single Family,0
200550,2020,3/4/2021,Bristol,24 REILLY PLACE,102690,150000.0,0.6846,Residential,Two Family,1
201239,2020,8/31/2021,Bristol,404-406 PARK ST,82960,224900.0,0.368875056,Residential,Two Family,1
200171,2020,12/28/2020,Farmington,1 MAPLE RIDGE DR,201360,257000.0,0.7835,Residential,Single Family,0
20051,2020,10/27/2020,Darien,30 LEEUWARDEN RD,1107470,1750000.0,0.6328,Residential,Single Family,0
201079,2020,5/27/2021,Greenwich,27 ST ROCK'S AVENUE,469070,375000.0,1.2508,Residential,Single Family,1
200532,2020,2/16/2021,Manchester,231 BIDWELL STREET,133400,161400.0,0.826517968,Residential,Two Family,1
200305,2020,3/4/2021,East Haven,140 THOMPSON AVE #20E,95260,150000.0,0.635,Residential,Condo,1
200209,2020,5/26/2021,East Haddam,528 MT PARNASSUS RD,207590,395000.0,0.5255,Residential,Single Family,1
200617,2020,6/18/2021,Enfield,13 EILEEN LA,139440,265000.0,0.5261,Residential,Single Family,1
200247,2020,8/31/2021,East Windsor,84 NORTH RD,70920,250000.0,0.2836,Residential,Single Family,1
201519,2020,9/14/2021,Danbury,907 SIENNA DR,174900,360000.0,0.4858,Residential,Condo,1
200578,2020,7/2/2021,Groton,258 ROUTE 12,1328950,3168000.0,0.4194,Commercial,Nan,1
200400,2020,7/15/2021,Avon,3 KEYSTONE CIRCLE,143390,237000.0,0.605,Residential,Condo,1
200119,2020,11/10/2020,Enfield,37 ST THOMAS ST,132980,190000.0,0.6998,Residential,Single Family,0
200006,2020,12/8/2020,Bozrah,136 SCOTT HILL RD,196120,360000.0,0.5447,Residential,Single Family,0
201300,2020,8/2/2021,Danbury,126 TRIANGLE ST A22,60800,137000.0,0.4437,Residential,Condo,1
200049,2020,10/19/2020,Branford,61 QUARRY DOCK RD,188800,449200.0,0.4203,Residential,Condo,0
200288,2020,11/30/2020,Manchester,165 AUTUMN STREET,101700,185000.0,0.5497,Residential,Single Family,0
200612,2020,6/24/2021,Glastonbury,53 PINNACLE RD,159900,232000.0,0.6892,Residential,Single Family,1
200250,2020,9/14/2021,Litchfield,522 TORRINGTON RD,172950,309435.0,0.5589,Residential,Single Family,1
200113,2020,8/2/2021,Harwinton,53 SOUTH RD,412880,1500000.0,0.275253333,Residential,Single Family,1
200039,2020,10/7/2020,Danbury,29 SADDLE ROCK RD,297100,489900.0,0.6064,Residential,Single Family,0
201113,2020,6/2/2021,Greenwich,216 BYRAM SHORE ROAD,2526230,2499000.0,1.0108,Residential,Single Family,1
20860,2020,8/26/2021,East Hartford,932 OAK ST,118240,260000.0,0.4547,Residential,Single Family,1
201545,2020,9/20/2021,Danbury,23 HAWTHORNE COVE RD,226800,480000.0,0.4725,Residential,Single Family,1
200138,2020,5/3/2021,Canton,2 BRIDLE PATH,200240,330000.0,0.6067,Residential,Condo,1
20238,2020,4/1/2021,Darien,480 MANSFIELD AVE,767970,815000.0,0.9422,Residential,Single Family,1
20226,2020,12/10/2020,Hartford,40 EATON ST,69685,199900.0,0.3485993,Residential,Two Family,0
20544,2020,8/4/2021,Darien,6 ST JOHNS PLACE,521990,770000.0,0.6779,Residential,Single Family,1
200011,2020,10/7/2020,Guilford,79 SURREY LN,241090,443000.0,0.5442,Residential,Single Family,0
200265,2020,4/5/2021,Guilford,289 NEW ENGLAND RD,184740,335000.0,0.5514,Residential,Single Family,1
200294,2020,12/14/2020,Bristol,16 MELVILLE ST,102480,125000.0,0.8198,Residential,Single Family,0
20172,2020,2/3/2021,Darien,315 MIDDLESEX ROAD,775530,1375000.0,0.564,Residential,Single Family,1
20002,2020,10/1/2020,East Hartford,309 TOLLAND ST,174940,365000.0,0.4792,Apartments,Nan,0
200516,2020,5/28/2021,Branford,341 PINE ORCHARD RD,1136900,291000.0,3.9068,Residential,Single Family,1
20087,2020,1/21/2021,Burlington,9 MIDDLE CROFT RD,313390,520000.0,0.602673077,Residential,Single Family,1
200291,2020,4/22/2021,East Lyme,108 LAURELWOOD DR,280070,439000.0,0.6379,Residential,Single Family,1
200162,2020,1/7/2021,Guilford,360 JEFFERSON DR,239660,451000.0,0.5313,Residential,Single Family,1
200055,2020,10/26/2020,Guilford,379 WHITFIELD ST CS0736,14280,13500.0,1.0577,Residential,Condo,0
201167,2020,7/6/2021,Danbury,245 WHITE ST,199700,370000.0,0.5397,Residential,Two Family,1
20025,2020,10/15/2020,Bethel,39 C MAIN STREET,77420,122300.0,0.633,Residential,Condo,0
20695,2020,7/9/2021,East Hartford,81 WHITING RD,93860,215000.0,0.4365,Residential,Single Family,1
200376,2020,12/16/2020,Greenwich,3 INDIAN KNOLL PLACE,1995000,2275000.0,0.8769,Residential,Condo,0
200100,2020,7/27/2021,Kent,16 ELIZABETH ST U6,60200,155000.0,0.3883,Residential,Condo,1
2000353,2020,8/11/2021,Bloomfield,6 TURNBERRY LANE,263410,365000.0,0.7216,Residential,Condo,1
200217,2020,3/2/2021,East Lyme,20 WOODLAND DR,324310,775000.0,0.4184,Residential,Single Family,1
200712,2020,7/14/2021,Enfield,24 PLAY RD,104760,83000.0,1.2621,Residential,Single Family,1
200093,2020,4/8/2021,Hebron,9 HICKORY DR,138750,265000.0,0.5235,Residential,Single Family,1
200324,2020,8/30/2021,Coventry,97 OLDE TAVERN LN,205700,335000.0,0.614,Residential,Single Family,1
20611,2020,4/7/2021,Hartford,61 GOODWIN CIR #029H,170940,417500.0,0.4094,Residential,Condo,1
200104,2020,7/12/2021,East Granby,4 LONGVIEW DRIVE,225700,449900.0,0.5016,Residential,Single Family,1
201419,2020,8/26/2021,Danbury,14 SOUTH ST 26,144000,301000.0,0.4784,Residential,Condo,1
201755,2020,9/22/2021,Greenwich,64 HILLSIDE ROAD,815920,887750.0,0.919,Residential,Single Family,1
2020045,2020,11/2/2020,Ansonia,76 BENZ ST,155100,265000.0,0.5852,Residential,Single Family,0
200215,2020,6/1/2021,Colchester,91 DAVID DR,134400,275000.0,0.4887,Residential,Single Family,1
200196,2020,12/16/2020,Groton,3 HALYARD RD,499520,861888.0,0.5795,Residential,Single Family,0
200106,2020,1/19/2021,Colchester,16 FREEDOM WAY,245200,375000.0,0.6538,Residential,Condo,1
200184,2020,4/23/2021,Coventry,44 PINE LAKE DR,107100,267000.0,0.401123596,Residential,Single Family,1
200449,2020,1/5/2021,Danbury,96 WARRINGTON RN,248800,480000.0,0.5183,Residential,Condo,1
200289,2020,4/28/2021,Guilford,5 DURHAM RD C4,210750,300000.0,0.7025,Commercial,Nan,1
200666,2020,8/2/2021,Branford,5-09 PLYMOUTH COLONY,131900,232000.0,0.5685,Residential,Condo,1
200133,2020,3/15/2021,Litchfield,36 GOSLEE RD,177570,390000.0,0.4553,Residential,Single Family,1
200935,2020,6/24/2021,Manchester,131 LAKE STREET,131000,296000.0,0.4425,Residential,Single Family,1
20238,2020,9/29/2021,Burlington,30 MEADOW RD,152180,260000.0,0.585307692,Residential,Single Family,1
200537,2020,8/25/2021,Guilford,133 OLD QUARRY RD,2922500,3800000.0,0.769,Residential,Single Family,1
20437,2020,6/24/2021,Darien,28 GEORGIAN LANE,849030,1625000.0,0.5224,Residential,Single Family,1
200154,2020,12/31/2020,Madison,155 OVERSHORES DR WEST,971100,2100000.0,0.462428571,Residential,Single Family,0
200018,2020,10/13/2020,East Haven,110 COMMERCE ST,1396960,2550000.0,0.5478,Industrial,Nan,0
201219,2020,6/1/2021,Griswold,151 EAST MAIN ST,122850,272000.0,0.451654412,Residential,Single Family,1
200847,2020,8/23/2021,Enfield,51 SCHOOL ST,128810,287500.0,0.448,Residential,Single Family,1
20078,2020,10/27/2020,Hartford,73 IMLAY ST #00C1,48790,122000.0,0.3999,Residential,Condo,0
201006,2020,5/13/2021,Greenwich,43 ALMIRA DRIVE,616350,1220100.0,0.5051,Residential,Single Family,1
200595,2020,2/16/2021,Danbury,149 PLEASANT VIEW LANE,0,85500.0,0.0,Residential,Single Family,1
20026,2020,12/8/2020,Ashford,37 BIRCHWOOD DR,114200,235000.0,0.4859,Residential,Single Family,0
200088,2020,10/21/2020,Bristol,21 SUMMIT ST,151130,260000.0,0.5812,Residential,Single Family,0
200040,2020,12/10/2020,Bethany,66 BROOKS RD,320430,475000.0,0.6745,Residential,Single Family,0
200633,2020,6/23/2021,Enfield,710 ENFIELD ST,343410,410000.0,0.8375,Commercial,Nan,1
200057,2020,11/10/2020,Colchester,790 MIDDLETOWN RD,122000,119000.0,1.025210084,Residential,Single Family,0
200346,2020,3/4/2021,Glastonbury,476 WICKHAM RD,250300,360000.0,0.6952,Residential,Single Family,1
20472,2020,4/12/2021,East Hartford,89 NAUBUC AVE,68740,145000.0,0.474068966,Residential,Single Family,1
2000537,2020,9/23/2021,Cheshire,822 ROARING BROOK RD,262240,431000.0,0.6084,Residential,Single Family,1
200745,2020,9/3/2021,Branford,11 SEAVIEW AVE,661400,1380000.0,0.4792,Residential,Single Family,1
20016,2020,10/5/2020,Hartford,22 WESTLAND ST,31710,70000.0,0.453,Residential,Three Family,0
200463,2020,7/19/2021,Guilford,941 WEST LAKE AVE,250060,480000.0,0.5209,Residential,Single Family,1
200053,2020,10/22/2020,Glastonbury,176 POND CIR,183900,339000.0,0.5424,Residential,Single Family,0
200948,2020,6/29/2021,Manchester,250 BIRCH MOUNTAIN ROAD,197800,299000.0,0.6615,Residential,Single Family,1
201421,2020,7/16/2021,Greenwich,30 BRAMBLE LANE,1042650,1990000.0,0.5239,Residential,Single Family,1
200399,2020,6/22/2021,Guilford,318 EAST RIVER ST,224500,430000.0,0.522,Residential,Single Family,1
201237,2020,6/23/2021,Greenwich,33 MEADOWCROFT LANE,2226840,4200000.0,0.5302,Residential,Single Family,1
200124,2020,11/13/2020,Enfield,34 WYNWOOD DR,86320,160000.0,0.5395,Residential,Condo,0
201210,2020,9/13/2021,Hartford,162 EUCLID ST WEST,65453,190000.0,0.344489474,Residential,Single Family,1
200179,2020,11/5/2020,Danbury,7 PADANARAM RD #87,77500,130000.0,0.5961,Residential,Condo,0
200324,2020,6/29/2021,Killingly,45 SHEPARD HILL RD,35840,75000.0,0.4778,Vacant Land,Nan,1
200733,2020,3/23/2021,Danbury,55 MILL PLAIN RD 34-2,106300,195000.0,0.5451,Residential,Condo,1
200067,2020,11/12/2020,Cheshire,351 MIXVILLE RD,137400,90000.0,1.5266,Residential,Single Family,0
20330,2020,2/2/2021,East Hartford,1549 MAIN ST,257040,187500.0,1.3708,Commercial,Nan,1
20134,2020,11/19/2020,East Hartford,29 MOORE AVE,98890,202000.0,0.4895,Residential,Single Family,0
200853,2020,4/15/2021,Greenwich,1 HARBOR DRIVE,9730000,10000000.0,0.973,Residential,Single Family,1
201000,2020,10/1/2020,Griswold,24 PLEASANT VIEW STREET,94360,156000.0,0.6048,Residential,Single Family,0
200444,2020,4/16/2021,Enfield,21 SUSAN CIR,134190,223250.0,0.601,Residential,Single Family,1
200720,2020,4/27/2021,Bristol,195 FRENCH ST,122900,255000.0,0.4819,Residential,Single Family,1
200036,2020,2/2/2021,Cornwall,15 STONE HILL RD,92800,108000.0,0.8592,Vacant Land,Nan,1
20340,2020,2/4/2021,East Hartford,94 MADISON ST,92510,165000.0,0.5606,Residential,Single Family,1
201075,2020,8/2/2021,Manchester,13 RED ROCK LANE,182400,269900.0,0.6758,Residential,Single Family,1
200194,2020,5/11/2021,East Haddam,1 HILLSIDE RD,137270,309000.0,0.4442,Residential,Single Family,1
200231,2020,1/6/2021,Branford,49 ROSE ST TOWERS UNIT 404,96700,135000.0,0.716296296,Residential,Condo,1
200096,2020,11/6/2020,Groton,72 THAMES HEIGHT LN,109060,157000.0,0.6946,Residential,Condo,0
200052,2020,12/9/2020,Easton,10 STEPNEY ROAD,390530,858000.0,0.4551,Residential,Single Family,0
2000220,2020,3/10/2021,Cheshire,403 E MITCHELL AVE,37910,80000.0,0.4738,Residential,Condo,1
200612,2020,8/9/2021,Farmington,48 WELLINGTON DR,79620,155000.0,0.5136,Residential,Condo,1
200030,2020,11/12/2020,Killingworth,12 LIVEMORE TRAIL,75500,68500.0,1.1021,Residential,Single Family,0
200529,2020,5/17/2021,Enfield,2 ANN ST,131200,205000.0,0.64,Residential,Single Family,1
200250,2020,3/19/2021,Guilford,140 DUNK ROCK RD,186380,410000.0,0.4545,Residential,Single Family,1
200271,2020,8/13/2021,East Haddam,34 GLIMMER GLEN,211910,416000.0,0.5093,Residential,Single Family,1
20029,2020,3/10/2021,Colebrook,75 BEECH HILL ROAD,45890,164000.0,0.279817073,Vacant Land,Nan,1
201705,2020,9/9/2021,Greenwich,14 COMPLY TERRACE,466900,935000.0,0.4993,Residential,Single Family,1
200398,2020,6/29/2021,Madison,20 WILLOW LN,260400,560000.0,0.465,Residential,Single Family,1
200494,2020,1/14/2021,Greenwich,44 STIRRUP LANE,486640,825000.0,0.5898,Residential,Single Family,1
20000170,2020,6/7/2021,Granby,3 MORNINGSIDE DR,210840,350000.0,0.6024,Residential,Single Family,1
200579,2020,7/30/2021,Farmington,18 WINCHESTER COURT,112470,253000.0,0.4445,Residential,Condo,1
200102,2020,7/7/2021,East Granby,9 HEATHER LANE,136700,165000.0,0.8284,Residential,Single Family,1
20242,2020,12/23/2020,East Hartford,91 ARBUTUS ST,87880,183000.0,0.4802,Residential,Single Family,0
201214,2020,7/14/2021,Danbury,43 BRIARWOOD DR,151300,325000.0,0.4655,Residential,Condo,1
200392,2020,7/28/2021,Killingly,294 MASHENTUCK RD,32340,45000.0,0.7186,Vacant Land,Nan,1
201173,2020,8/12/2021,Bristol,135 NEWELL AVE,78540,150000.0,0.5236,Residential,Single Family,1
2020149,2020,3/1/2021,Ansonia,21 FAIRVIEW ST,107600,195000.0,0.5517,Residential,Single Family,1
